,full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city
798,2010 Maruti Wagon R LXI,₹ 1.85 Lakh,Jan-11,998 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Petrol,67.05bhp,5,21.79 kmpl,Hatchback,Lucknow
799,2018 Maruti Ignis Sigma BSVI,₹ 3.85 Lakh,Jan-18,1197 cc,Third Party,Manual,"78,000 Kms",First Owner,Petrol,81.80bhp,5,20.89 kmpl,Hatchback,Lucknow
800,2021 Maruti Celerio ZXI Plus AMT BSVI,₹ 6.46 Lakh,Jun-21,998 cc,Comprehensive,Automatic,"3,688 Kms",First Owner,Petrol,65.71bhp,5,26 kmpl,Hatchback,Lucknow
801,2012 Toyota Etios VD,₹ 3 Lakh,Feb-12,1364 cc,Third Party insurance,Manual,"1,17,000 Kms",First Owner,Diesel,67.05bhp,5,23.59 kmpl,Sedan,Lucknow
802,2020 Maruti Wagon R VXI 1.2,₹ 6 Lakh,2020,1197 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,81.80bhp,5,20.52 kmpl,Hatchback,Lucknow
803,2021 Maruti Baleno Zeta,₹ 6.50 Lakh,Jul-21,1197 cc,Third Party insurance,Manual,"73,114 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Lucknow
804,2009 Hyundai i10 Magna,₹ 1 Lakh,Apr-09,1197 cc,Third Party,Manual,"75,000 Kms",First Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Lucknow
805,2016 Maruti Ciaz VDi,₹ 5.70 Lakh,Apr-16,1248 cc,Third Party,Manual,"1,10,654 Kms",First Owner,Diesel,88.5bhp,5,26.21 kmpl,Sedan,Lucknow
806,2013 Hyundai i20 1.2 Spotz,₹ 3 Lakh,Jan-13,1197 cc,Comprehensive,Manual,"85,458 Kms",First Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Lucknow
807,2012 Tata Indigo CR4,₹ 1.50 Lakh,Nov-12,1396 cc,Comprehensive,Manual,"65,421 Kms",First Owner,Diesel,70bhp,5,23.57 kmpl,Sedan,Lucknow
808,2020 BMW X1 sDrive 20d xLine,₹ 28.25 Lakh,Jul-20,1995 cc,Comprehensive,Automatic,"42,000 Kms",Second Owner,Diesel,188bhp,5,20.68 kmpl,SUV,Delhi
809,2016 Maruti Alto K10 VXI,₹ 3.18 Lakh,Feb-16,998 cc,Comprehensive,Manual,"1,16,231 Kms",Second Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
810,2018 Hyundai Santro Sportz BSIV,₹ 4.57 Lakh,Dec-18,1086 cc,Third Party,Manual,"25,369 Kms",First Owner,Petrol,68bhp,5,20.3 kmpl,Hatchback,Chandigarh
811,2023 Lexus ES 300h Luxury,₹ 72 Lakh,Mar-23,2487 cc,Comprehensive,Automatic,"5,000 Kms",First Owner,Petrol,175.67bhp,5,,Sedan,Delhi
812,2018 Maruti Alto K10 VXI,₹ 3.90 Lakh,Dec-18,998 cc,Third Party insurance,Manual,"17,908 Kms",First Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
813,2021 Maruti Alto 800 VXI BSVI,₹ 4.03 Lakh,Jun-21,796 cc,Zero Dep,Manual,"1,220 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Chandigarh
814,2017 Maruti Alto K10 VXI,₹ 3.29 Lakh,Oct-17,998 cc,Zero Dep,Manual,"12,884 Kms",Second Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
815,2014 Maruti Swift VDI BSIV,₹ 3.74 Lakh,Feb-15,1248 cc,Third Party insurance,Manual,"43,370 Kms",Second Owner,Diesel,74bhp,5,25.2 kmpl,Hatchback,Chandigarh
816,2017 Maruti Swift Dzire VXI 1.2,₹ 5.13 Lakh,Mar-18,1197 cc,Comprehensive,Manual,"81,369 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Chandigarh
817,2014 Maruti Swift Dzire VDI,₹ 4.15 Lakh,Apr-14,1248 cc,Comprehensive,Manual,"56,357 Kms",First Owner,Diesel,74bhp,5,23.4 kmpl,Sedan,Chandigarh
818,2018 BMW 5 Series 520d Sport Line,₹ 38.75 Lakh,Jul-18,1995 cc,Third Party insurance,Automatic,"36,000 Kms",First Owner,Diesel,187.74bhp,5,22.48 kmpl,Sedan,Delhi
819,2013 Hyundai Grand i10 Sportz,₹ 3.50 Lakh,2013,1197 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,82bhp,5,18.9 kmpl,Hatchback,Chandigarh
820,2018 Maruti Eeco CNG 5 Seater AC BSIV,₹ 3.80 Lakh,2018,1196 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,CNG,61.7bhp,5,21.94 km/kg,Minivans,Chandigarh
821,2011 Maruti SX4 ZDI,₹ 3 Lakh,2011,1248 cc,Third Party insurance,Manual,"1,20,000 Kms",Third Owner,Diesel,88.8bhp,5,21.5 kmpl,Sedan,Chandigarh
822,2022 BMW X5 xDrive 30d SportX Plus,₹ 85.75 Lakh,Jul-22,2998 cc,Comprehensive,Automatic,"18,000 Kms",Second Owner,Diesel,261.49bhp,5,13.38 kmpl,SUV,Delhi
823,2010 Hyundai i10 Sportz 1.2,₹ 2.50 Lakh,2010,1197 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Petrol,78.9bhp,5,20.36 kmpl,Hatchback,Chandigarh
824,2022 Tata Punch Accomplished Dazzle BSVI,₹ 7.84 Lakh,2022,1199 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,86.63bhp,5,20.09 kmpl,SUV,Chandigarh
825,2018 Maruti Eeco CNG 5 Seater AC BSIV,₹ 3.60 Lakh,2018,1196 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,CNG,61.7bhp,5,21.94 km/kg,Minivans,Chandigarh
826,2019 Maruti Alto 800 LXI,₹ 3.12 Lakh,Aug-19,796 cc,Third Party,Manual,"47,714 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Chandigarh
827,2022 Tata Tiago NRG XZA AMT BSVI,₹ 6.89 Lakh,Nov-22,1199 cc,Zero Dep,Automatic,"13,218 Kms",First Owner,Petrol,84.48bhp,5,20.09 kmpl,Hatchback,Chandigarh
828,2019 Honda City i-VTEC CVT VX,₹ 9.25 Lakh,Apr-19,1497 cc,Comprehensive,Automatic,"46,518 Kms",Second Owner,Petrol,117.6bhp,5,18 kmpl,Sedan,Chandigarh
829,2020 Maruti Alto 800 LXI,₹ 3.13 Lakh,Aug-20,796 cc,Third Party,Manual,"61,703 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Chandigarh
830,2021 Maruti S-Presso VXI Plus 2019-2022,₹ 4.34 Lakh,Mar-21,998 cc,Third Party,Manual,"33,960 Kms",First Owner,Petrol,65.71bhp,5,21.7 kmpl,Hatchback,Chandigarh
831,2019 Mahindra XUV300 W8 Option Dual Tone BSIV,₹ 9.30 Lakh,Mar-20,1197 cc,Third Party insurance,Manual,"40,291 Kms",Second Owner,Petrol,110bhp,5,17 kmpl,SUV,Chandigarh
832,2016 Hyundai Creta 1.6 CRDi AT SX Plus,₹ 8.29 Lakh,Nov-16,1582 cc,Comprehensive,Automatic,"93,714 Kms",First Owner,Diesel,126.2bhp,5,17.01 kmpl,SUV,Chandigarh
833,2016 Renault Duster 85PS Diesel RxL Explore,₹ 4.97 Lakh,Mar-16,1461 cc,Third Party insurance,Manual,"53,872 Kms",First Owner,Diesel,83.8bhp,5,19.87 kmpl,SUV,Chandigarh
834,2022 Mahindra Thar LX 4-Str Hard Top AT BSVI,₹ 19 Lakh,2022,1997 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,150bhp,4,,SUV,Chandigarh
835,2013 Toyota Etios Liva GD,₹ 2.70 Lakh,2013,1364 cc,Third Party insurance,Manual,"1,50,000 Kms",First Owner,Diesel,67.06bhp,5,23.59 kmpl,Hatchback,Chandigarh
836,2016 Audi Q7 45 TDI Quattro Premium Plus,₹ 42.50 Lakh,Jul-16,2967 cc,Third Party insurance,Automatic,"75,000 Kms",Second Owner,Diesel,245bhp,7,14.75 kmpl,SUV,Delhi
837,2012 Mahindra XUV500 W8 2WD,₹ 5.21 Lakh,2012,2179 cc,Third Party insurance,Manual,"90,000 Kms",Third Owner,Diesel,140bhp,7,15.1 kmpl,SUV,Chandigarh
838,2013 Maruti Alto 800 Base,₹ 1.50 Lakh,2013,796 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Petrol,47.3bhp,5,22.74 kmpl,Hatchback,Chandigarh
839,1986 Maruti 800 Std,₹ 1.40 Lakh,,796 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Petrol,37bhp,4,16.1 kmpl,Hatchback,Chandigarh
840,2018 BMW 5 Series 530d M Sport,₹ 43.75 Lakh,Jul-18,2993 cc,Third Party insurance,Automatic,"48,000 Kms",First Owner,Diesel,261.49bhp,5,17.42 kmpl,Sedan,Delhi
841,2021 Maruti Swift ZXI Plus,₹ 6.86 Lakh,Mar-21,1197 cc,Third Party,Manual,"15,324 Kms",First Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Chandigarh
842,2018 Hyundai i20 1.4 Asta Option,₹ 6.08 Lakh,Oct-18,1396 cc,Comprehensive,Manual,"67,076 Kms",First Owner,Diesel,88.73bhp,5,22.54 kmpl,Hatchback,Chandigarh
843,2019 Hyundai Grand i10 Nios AMT Sportz,₹ 6.94 Lakh,Jan-20,1197 cc,Zero Dep,Automatic,"28,778 Kms",First Owner,Petrol,81.86bhp,5,20.7 kmpl,Hatchback,Chandigarh
844,2021 Tata Nexon XZ Plus S 2020-2022,₹ 9.09 Lakh,Sep-21,1199 cc,Zero Dep,Manual,"30,146 Kms",First Owner,Petrol,118.36bhp,5,17.57 kmpl,SUV,Chandigarh
845,2022 Maruti Ciaz Alpha BSVI,₹ 9.37 Lakh,May-22,1462 cc,Zero Dep,Manual,"31,793 Kms",First Owner,Petrol,103.25bhp,5,20.65 kmpl,Sedan,Chandigarh
846,2019 Maruti Swift Dzire VXI 1.2,₹ 5.36 Lakh,Mar-19,1197 cc,Third Party insurance,Manual,"65,131 Kms",Second Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Chandigarh
847,2018 Maruti Swift VXI,₹ 5.33 Lakh,May-18,1197 cc,Third Party insurance,Manual,"43,312 Kms",First Owner,Petrol,88.50bhp,5,22.38 kmpl,Hatchback,Chandigarh
848,2018 Ford Ecosport 1.5 Diesel Titanium Plus BSIV,₹ 6.52 Lakh,Feb-18,1498 cc,Third Party insurance,Manual,"94,521 Kms",First Owner,Diesel,98.96bhp,5,23 kmpl,SUV,Chandigarh
849,2019 Toyota Glanza V CVT,₹ 7.22 Lakh,Dec-19,1197 cc,Zero Dep,Automatic,"93,670 Kms",Third Owner,Petrol,81.80bhp,5,19.56 kmpl,Hatchback,Chandigarh
850,2020 Mercedes-Benz C-Class Progressive C 220d,₹ 39.65 Lakh,Jul-20,1950 cc,Comprehensive,Automatic,"15,000 Kms",First Owner,Diesel,194bhp,5,12.6 kmpl,Sedan,Delhi
851,2015 Renault Duster 85PS Diesel RxL,₹ 5.25 Lakh,2015,1461 cc,Third Party insurance,Manual,"1,50,000 Kms",First Owner,Diesel,83.8bhp,5,20.45 kmpl,SUV,Chandigarh
852,2022 Skoda Octavia Laurin and Klement,₹ 29 Lakh,2022,1984 cc,Third Party insurance,Automatic,"40,000 Kms",First Owner,Petrol,187.74bhp,5,15.81 kmpl,Sedan,Chandigarh
853,2013 Honda City V MT Exclusive,₹ 3.10 Lakh,2013,1497 cc,Third Party insurance,Manual,"1,20,000 Kms",Third Owner,Petrol,116.3bhp,5,16.8 kmpl,Sedan,Chandigarh
854,2012 Ford Figo Diesel ZXI,₹ 1.80 Lakh,2012,1399 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,68bhp,5,20 kmpl,Hatchback,Chandigarh
855,2020 Hyundai i20 Magna Plus,₹ 6.90 Lakh,2020,1197 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,81.86bhp,5,18.6 kmpl,Hatchback,Chandigarh
856,2012 Maruti Alto K10 2010-2014 VXI,₹ 2.35 Lakh,2012,998 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Petrol,67.1bhp,5,20.92 kmpl,Hatchback,Chandigarh
857,2015 Audi Q3 2.0 TDI Quattro Premium Plus,₹ 13.75 Lakh,Jul-15,1968 cc,Comprehensive,Automatic,"60,000 Kms",First Owner,Diesel,174.33bhp,5,15.73 kmpl,SUV,Delhi
858,2021 Maruti S-Presso VXI Plus 2019-2022,₹ 4.20 Lakh,Jan-22,998 cc,Third Party,Manual,"16,178 Kms",First Owner,Petrol,65.71bhp,5,21.7 kmpl,Hatchback,Chandigarh
859,2019 Maruti Wagon R VXI 1.2,₹ 4.68 Lakh,May-19,1197 cc,Third Party insurance,Manual,"37,842 Kms",First Owner,Petrol,81.80bhp,5,20.52 kmpl,Hatchback,Chandigarh
860,2018 Maruti Alto 800 LXI,₹ 2.84 Lakh,May-18,796 cc,Third Party insurance,Manual,"41,226 Kms",Second Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Chandigarh
861,2018 Jaguar F-Pace Prestige 2.0 AWD,₹ 38.75 Lakh,Jul-18,1999 cc,Comprehensive,Automatic,"56,000 Kms",Second Owner,Diesel,177bhp,5,16.38 kmpl,SUV,Delhi
862,2020 Ford Ecosport 1.5 Diesel Titanium BSIV,₹ 7.63 Lakh,Apr-20,1498 cc,Zero Dep,Manual,"62,397 Kms",First Owner,Diesel,98.96bhp,5,23 kmpl,SUV,Chandigarh
863,2020 Skoda Rapid 1.0 TSI Ambition,₹ 7.19 Lakh,Jul-20,999 cc,Third Party,Manual,"44,867 Kms",Second Owner,Petrol,108.62bhp,5,18.97 kmpl,Sedan,Chandigarh
864,2018 Maruti Alto K10 VXI,₹ 3.42 Lakh,Aug-18,998 cc,Zero Dep,Manual,"65,143 Kms",First Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
865,2015 Maruti Ciaz ZDi Plus,₹ 4.68 Lakh,Jun-15,1248 cc,Comprehensive,Manual,"1,09,968 Kms",Second Owner,Diesel,88.5bhp,5,26.21 kmpl,Sedan,Chandigarh
866,2018 Maruti Alto K10 VXI,₹ 3.33 Lakh,Jun-18,998 cc,Third Party insurance,Manual,"29,010 Kms",Second Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
867,2009 Maruti Alto LXi,₹ 1.05 Lakh,2009,796 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Petrol,46.3bhp,5,19.7 kmpl,Hatchback,Chandigarh
868,2017 Mercedes-Benz GLS 350d 4MATIC,₹ 53.50 Lakh,2017,2987 cc,Third Party insurance,Automatic,"1,10,000 Kms",Second Owner,Diesel,258bhp,7,11 kmpl,SUV,Chandigarh
869,2023 MG Gloster Savvy 7 Str 4x4,₹ 45.50 Lakh,Jul-23,1996 cc,Comprehensive,Automatic,"20,000 Kms",First Owner,Diesel,212.55bhp,7,12.04 kmpl,SUV,Delhi
870,2017 Hyundai EON Magna Plus Option,₹ 2 Lakh,2017,814 cc,Third Party insurance,Manual,"60,000 Kms",Third Owner,Petrol,55.2bhp,5,21.1 kmpl,Hatchback,Chandigarh
871,2009 Volkswagen Jetta 1.9 TDI Comfortline DSG,₹ 2.50 Lakh,2009,1896 cc,Third Party insurance,Automatic,"1,00,000 Kms",First Owner,Diesel,105,5,15.5 kmpl,Sedan,Chandigarh
872,2012 Mercedes-Benz GL-Class Grand Edition Luxury,₹ 18 Lakh,2012,2987 cc,Third Party insurance,Automatic,"1,20,000 Kms",Second Owner,Diesel,221.3bhp,7,12 kmpl,SUV,Chandigarh
873,2019 BMW X4 M Sport X xDrive20d,₹ 53.75 Lakh,Jul-19,1995 cc,Comprehensive,Automatic,"18,000 Kms",Second Owner,Diesel,187.74bhp,5,16.55 kmpl,SUV,Delhi
874,2021 Nissan Magnite XV BSVI,₹ 6.40 Lakh,Mar-21,999 cc,Third Party,Manual,"47,289 Kms",Second Owner,Petrol,71.02bhp,5,18.75 kmpl,SUV,Chandigarh
875,2020 Toyota Yaris J,₹ 7.73 Lakh,Jan-21,1496 cc,Zero Dep,Manual,"38,874 Kms",First Owner,Petrol,105.94bhp,5,17.1 kmpl,Sedan,Chandigarh
876,2022 Hyundai i20 Sportz BSVI,₹ 7.04 Lakh,Apr-22,1197 cc,Zero Dep,Manual,"33,567 Kms",First Owner,Petrol,81.80bhp,5,21 kmpl,Hatchback,Chandigarh
877,2021 Maruti Vitara Brezza VXI,₹ 8.38 Lakh,Jun-21,1462 cc,Zero Dep,Manual,"34,541 Kms",First Owner,Petrol,103.26bhp,5,17.03 kmpl,SUV,Chandigarh
878,2021 Maruti Baleno Delta,₹ 6.42 Lakh,Jun-21,1197 cc,Third Party,Manual,"37,288 Kms",First Owner,Petrol,81.80bhp,5,21.01 kmpl,Hatchback,Chandigarh
879,2018 Maruti Baleno 1.3 Delta,₹ 5.24 Lakh,Mar-18,1248 cc,Zero Dep,Manual,"52,948 Kms",First Owner,Diesel,74bhp,5,27.39 kmpl,Hatchback,Chandigarh
880,2018 Hyundai i20 1.2 Spotz,₹ 5.51 Lakh,Dec-18,1197 cc,Third Party insurance,Manual,"46,184 Kms",Second Owner,Petrol,81.83bhp,5,18.6 kmpl,Hatchback,Chandigarh
881,2021 Tata Nexon XZ Plus DualTone Roof,₹ 10.09 Lakh,Feb-21,1199 cc,Zero Dep,Manual,"12,315 Kms",First Owner,Petrol,118.36bhp,5,17.57 kmpl,SUV,Chandigarh
882,2023 BMW X1 sDrive18d M Sport,₹ 55.75 Lakh,Mar-23,1995 cc,Comprehensive,Automatic,"6,000 Kms",First Owner,Diesel,147.51bhp,5,20.37 kmpl,SUV,Delhi
883,2008 Maruti Swift Dzire 1.2 Vxi BSIV,"₹ 90,000",2008,1197 cc,Third Party insurance,Manual,"1,20,000 Kms",Third Owner,Petrol,85.8bhp,5,17.5 kmpl,Sedan,Chandigarh
884,2015 Hyundai EON 1.0 Kappa Magna Plus,₹ 2 Lakh,2015,998 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,68.05bhp,5,20.3 kmpl,Hatchback,Chandigarh
885,2013 Mahindra XUV500 W6 2WD,₹ 4.20 Lakh,2013,2179 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Diesel,140bhp,7,15.1 kmpl,SUV,Chandigarh
886,2008 Maruti Zen Estilo LX BSIII,"₹ 99,000",2008,998 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Petrol,67.1bhp,5,18.2 kmpl,Hatchback,Chandigarh
887,2011 Toyota Fortuner 3.0 Diesel,₹ 6.50 Lakh,2011,2982 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,171 PS,7,11.5 kmpl,SUV,Chandigarh
888,2012 Skoda Yeti Elegance,₹ 4 Lakh,2012,1968 cc,Third Party insurance,Manual,"1,50,000 Kms",Third Owner,Diesel,138.08bhp,5,17.67 kmpl,SUV,Chandigarh
889,2017 Mahindra KUV 100 mFALCON G80 K8 Dual Tone,₹ 3.97 Lakh,Nov-17,1198 cc,Third Party,Manual,"51,201 Kms",Second Owner,Petrol,82bhp,6,18.15 kmpl,SUV,Chandigarh
890,2022 Maruti S-Presso VXI Plus 2019-2022,₹ 4.41 Lakh,Apr-22,998 cc,Third Party insurance,Manual,"10,592 Kms",First Owner,Petrol,65.71bhp,5,21.7 kmpl,Hatchback,Chandigarh
891,2018 Maruti Swift Dzire VXI 1.2,₹ 5.04 Lakh,Jul-18,1197 cc,Zero Dep,Manual,"1,16,881 Kms",First Owner,Petrol,81.80bhp,5,21.21 kmpl,Sedan,Chandigarh
892,2015 Mercedes-Benz S-Class S 500 L,₹ 51.50 Lakh,Jul-15,4663 cc,Comprehensive,Automatic,"55,000 Kms",First Owner,Petrol,453.26bhp,5,7.81 kmpl,Sedan,Delhi
893,2016 Hyundai i20 Asta 1.4 CRDi,₹ 5.19 Lakh,Oct-16,1396 cc,Comprehensive,Manual,"1,03,369 Kms",Third Owner,Diesel,88.73bhp,5,22.54 kmpl,Hatchback,Chandigarh
894,2018 Maruti Alto K10 VXI,₹ 3.32 Lakh,Aug-18,998 cc,Third Party,Manual,"53,237 Kms",First Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
895,2018 Maruti Swift Dzire ZDI,₹ 6.53 Lakh,Nov-18,1248 cc,Third Party,Manual,"49,627 Kms",First Owner,Diesel,74.02bhp,5,28.4 kmpl,Sedan,Chandigarh
896,2021 MG Gloster Savvy 6-Str,₹ 35.75 Lakh,Jul-21,1996 cc,Comprehensive,Automatic,"55,000 Kms",First Owner,Diesel,215.01bhp,6,12.4 kmpl,SUV,Delhi
897,2021 Maruti Wagon R VXI,₹ 4.90 Lakh,Nov-21,998 cc,Third Party,Manual,"6,090 Kms",First Owner,Petrol,67.05bhp,5,21.79 kmpl,Hatchback,Chandigarh
898,2020 Maruti Vitara Brezza ZXI Plus,₹ 8.56 Lakh,Jul-20,1462 cc,Third Party insurance,Manual,"14,654 Kms",Second Owner,Petrol,103.26bhp,5,17.03 kmpl,SUV,Chandigarh
899,2020 Kia Seltos HTK Plus G,₹ 10.76 Lakh,Jun-20,1497 cc,Zero Dep,Manual,"19,715 Kms",First Owner,Petrol,113.43bhp,5,16.8 kmpl,SUV,Chandigarh
900,2018 BMW 5 Series 520d Sport Line,₹ 36.85 Lakh,Jul-18,1995 cc,Comprehensive,Automatic,"55,000 Kms",Second Owner,Diesel,187.74bhp,5,22.48 kmpl,Sedan,Delhi
901,2019 Hyundai i20 Sportz Plus BSIV,₹ 6 Lakh,2019,1197 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,81.86bhp,5,18.6 kmpl,Hatchback,Chandigarh
902,2014 Maruti Swift VDI BSIV,₹ 4.60 Lakh,2014,1248 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Diesel,74bhp,5,25.2 kmpl,Hatchback,Chandigarh
903,2020 Maruti Vitara Brezza ZXI Plus Dual Tone,₹ 8 Lakh,2020,1462 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,103.26bhp,5,17.03 kmpl,SUV,Chandigarh
904,2019 Hyundai i20 Diesel Magna,₹ 6.50 Lakh,2019,1396 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Diesel,88.76bhp,5,22.54 kmpl,Hatchback,Chandigarh
905,2021 Maruti Alto 800 VXI BSVI,₹ 4.22 Lakh,2021,796 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,47.33bhp,5,22.05 kmpl,Hatchback,Chandigarh
906,2006 Honda City GXi,₹ 1.99 Lakh,2006,1497 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Petrol,78,5,17.7 kmpl,Sedan,Chandigarh
907,2015 Maruti Alto K10 VXI,₹ 2.50 Lakh,Mar-16,998 cc,Third Party,Manual,"46,499 Kms",Second Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
908,2019 Renault Triber RXZ,₹ 4.52 Lakh,Jan-20,999 cc,Third Party insurance,Manual,"62,391 Kms",First Owner,Petrol,71.01bhp,7,20 kmpl,MUV,Chandigarh
909,2019 Maruti Wagon R VXI 1.2,₹ 4.78 Lakh,Apr-19,1197 cc,Third Party,Manual,"67,492 Kms",First Owner,Petrol,81.80bhp,5,20.52 kmpl,Hatchback,Chandigarh
910,2021 Hyundai i20 Sportz IVT DT,₹ 7.80 Lakh,May-21,1197 cc,Zero Dep,Automatic,"16,659 Kms",First Owner,Petrol,86.80bhp,5,19.65 kmpl,Hatchback,Chandigarh
911,2022 Maruti Vitara Brezza VXI,₹ 8.41 Lakh,Jan-22,1462 cc,Zero Dep,Manual,"22,783 Kms",Second Owner,Petrol,103.26bhp,5,17.03 kmpl,SUV,Chandigarh
912,2018 Maruti Alto K10 VXI,₹ 3.43 Lakh,Jun-18,998 cc,Zero Dep,Manual,"56,156 Kms",First Owner,Petrol,65.71bhp,5,24.39 kmpl,Hatchback,Chandigarh
913,2017 Tata Tigor 1.2 Revotron XM,₹ 3.99 Lakh,Dec-17,1199 cc,Third Party,Manual,"73,344 Kms",Second Owner,Petrol,84bhp,5,20.3 kmpl,Sedan,Chandigarh
914,2018 Maruti Celerio ZXI,₹ 3.83 Lakh,Dec-18,998 cc,Zero Dep,Manual,"65,979 Kms",First Owner,Petrol,65.71bhp,5,25.24 kmpl,Hatchback,Chandigarh
915,2021 Skoda Rapid 1.0 TSI Style AT,₹ 10.83 Lakh,May-21,999 cc,Third Party insurance,Automatic,"14,091 Kms",First Owner,Petrol,108.62bhp,5,16.24 kmpl,Sedan,Chandigarh
916,2016 Maruti Vitara Brezza VDi,₹ 5.50 Lakh,2016,1248 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Chandigarh
917,2019 Kia Seltos HTK Plus AT D,₹ 16.50 Lakh,2019,1493 cc,Third Party insurance,Automatic,"80,000 Kms",First Owner,Diesel,113.42bhp,5,17.8 kmpl,SUV,Chandigarh
918,2013 Honda Amaze S i-Dtech,₹ 3.50 Lakh,2013,1498 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,98.6bhp,5,25.8 kmpl,Sedan,Chandigarh
919,2018 Nissan Sunny XE D,₹ 6 Lakh,2018,1461 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,84.8bhp,5,22.71 kmpl,Sedan,Chandigarh
920,2012 Audi A4 2.0 TDI,₹ 7 Lakh,2012,1968 cc,Third Party insurance,Automatic,"90,000 Kms",Second Owner,Diesel,147.51bhp,5,16.55 kmpl,Sedan,Chandigarh
921,2013 Audi A6 2.0 TDI,₹ 9.80 Lakh,2013,1968 cc,Third Party insurance,Automatic,"60,000 Kms",Second Owner,Diesel,174.33bhp,5,17.68 kmpl,Sedan,Chandigarh
922,2021 Renault Triber RXZ Dual Tone,₹ 6.75 Lakh,Jun-22,999 cc,Zero Dep,Manual,"12,549 Kms",First Owner,Petrol,71.01bhp,7,20 kmpl,MUV,Chandigarh
923,2013 Mahindra Bolero SLX,₹ 3.99 Lakh,Apr-13,2523 cc,Third Party,Manual,"83,078 Kms",Second Owner,Diesel,62.1bhp,7,15.96 kmpl,SUV,Chandigarh
924,2021 Maruti Celerio ZXI Plus,₹ 5.83 Lakh,Dec-21,998 cc,Comprehensive,Manual,"17,759 Kms",First Owner,Petrol,65.71bhp,5,24.97 kmpl,Hatchback,Chandigarh
925,2019 Maruti Vitara Brezza VDi AMT,₹ 7.79 Lakh,Sep-19,1248 cc,Zero Dep,Automatic,"45,739 Kms",First Owner,Diesel,88.5bhp,5,24.3 kmpl,SUV,Chandigarh
926,2021 Toyota Yaris G CVT,₹ 10.08 Lakh,Mar-21,1496 cc,Third Party,Automatic,"36,453 Kms",First Owner,Petrol,105.94bhp,5,17.8 kmpl,Sedan,Chandigarh
927,2017 Maruti Swift VDI BSIV,₹ 4.49 Lakh,Jul-17,1248 cc,Third Party insurance,Manual,"83,340 Kms",First Owner,Diesel,74bhp,5,25.2 kmpl,Hatchback,Chandigarh
928,2013 Toyota Fortuner 4x2 AT,₹ 10.25 Lakh,Jul-13,2982 cc,Comprehensive,Automatic,"1,05,000 Kms",Third Owner,Diesel,168.5bhp,7,12.55 kmpl,SUV,Delhi
